,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP
3324,D,26,29,L,W,D,D,L,D,-20,-15,-3,0,5.0
3325,A,32,35,D,L,D,L,L,D,-8,0,-3,3,1.0
3326,A,52,32,L,D,L,D,W,W,13,0,20,-3,-5.0
3327,H,58,35,W,W,W,W,L,D,32,9,23,3,-7.0
3328,D,39,22,W,W,L,L,L,L,0,-29,17,6,-10.0
3329,D,30,39,W,D,W,W,W,L,-12,0,-9,0,-3.0
3330,H,37,65,W,L,L,L,L,W,2,31,-28,-2,16.0
3331,A,29,52,D,L,L,W,W,D,-11,19,-23,-4,9.0
3332,H,32,48,W,D,L,W,D,W,-14,10,-16,-3,3.0
3333,H,29,27,L,W,D,D,L,W,-19,-20,2,0,7.0
3334,H,35,61,W,D,W,W,W,W,1,33,-26,-2,9.0
3335,D,23,33,D,L,L,L,L,W,-29,-12,-10,-5,4.0
3336,H,61,52,W,W,L,L,L,D,28,12,9,6,-2.0
3337,H,35,32,L,W,L,L,D,L,8,-9,3,-1,-6.0
3338,H,38,33,W,L,L,D,W,L,1,-16,5,0,-6.0
3339,H,52,35,W,W,D,L,W,L,19,8,17,5,-6.0
3340,H,31,38,D,L,W,W,W,D,-16,2,-7,-5,-4.0
3341,H,34,27,D,L,L,L,D,L,-12,-21,7,2,3.0
3342,A,40,64,W,W,L,W,W,W,4,33,-24,-3,13.0
3343,D,33,33,L,D,W,D,W,D,-17,-14,0,-2,12.0
3344,A,29,61,L,D,L,L,W,W,-13,32,-32,-10,10.0
3345,A,24,32,D,D,L,W,L,W,-29,-18,-8,-6,0.0
3346,H,41,32,D,D,W,L,L,D,0,-10,9,6,-5.0
3347,H,48,41,L,W,D,W,W,L,9,2,7,1,-9.0
3348,H,68,52,W,L,L,L,L,L,32,7,16,8,-5.0
3349,H,61,34,L,W,W,D,L,L,32,-12,27,5,-14.0
3350,H,67,34,W,W,W,W,D,L,34,-15,33,4,-3.0
3351,H,27,34,L,L,D,D,L,D,-24,-17,-7,-1,-7.0
3352,D,34,24,D,D,W,L,D,D,-14,-31,10,4,-12.0
3353,D,35,29,W,W,L,L,L,D,-16,-15,6,9,8.0
3354,A,32,71,L,L,L,W,W,L,-12,33,-39,-8,14.0
3355,H,38,44,L,W,W,W,D,D,1,2,-6,-1,1.0
3356,A,41,58,L,W,W,W,W,W,-2,23,-17,-7,11.0
3357,D,52,51,L,L,L,W,L,W,6,13,1,-9,1.0
3358,A,38,40,L,W,L,L,W,W,7,3,-2,0,-8.0
3359,D,52,44,L,L,L,W,D,D,6,2,8,-10,-4.0
3360,D,30,43,W,L,L,W,L,W,-22,5,-13,-5,-4.0
3361,H,37,37,W,D,D,L,W,D,-13,-10,0,5,-8.0
3362,H,36,34,D,W,W,L,W,D,-16,-19,2,3,13.0
3363,H,32,34,L,L,L,L,D,L,-13,-19,-2,-4,-5.0
3364,H,38,25,L,L,W,D,L,D,5,-31,13,3,-11.0
3365,H,41,30,W,L,W,D,L,L,2,-15,11,8,-1.0
3366,D,70,61,W,W,W,W,W,W,38,26,9,0,1.0
3367,D,67,52,W,W,L,D,W,L,35,13,15,4,-3.0
3368,H,74,37,W,W,W,W,D,D,35,-13,37,0,-7.0
3369,D,37,53,L,W,D,D,L,L,-10,6,-16,3,10.0
3370,A,53,41,D,D,W,W,L,L,13,7,12,2,-4.0
3371,H,44,39,D,W,L,W,D,W,5,-15,5,0,-3.0
3372,A,34,71,L,L,D,D,W,W,-20,38,-37,-11,16.0
3373,H,77,44,W,W,W,W,W,L,38,3,33,0,-10.0
3374,H,25,35,L,D,L,W,L,L,-33,-12,-10,0,5.0
3375,A,45,68,D,L,W,D,W,W,1,35,-23,-4,8.0
3376,H,62,31,D,W,W,D,W,L,26,-22,31,8,-10.0
3377,H,34,41,L,L,W,L,L,L,-20,-7,-7,-2,-7.0
3378,D,30,37,L,D,L,L,W,D,-16,-15,-7,-6,4.0
3379,H,68,44,D,W,W,D,W,L,35,5,24,0,-15.0
3380,H,44,37,W,W,L,W,L,L,8,-18,7,2,2.0
3381,A,31,80,L,D,W,W,W,W,-24,40,-49,-11,12.0
3382,A,38,65,D,L,W,W,D,W,-15,28,-27,-7,5.0
3383,A,39,45,L,W,D,L,D,L,-16,0,-6,5,10.0
3384,H,44,28,L,W,W,W,L,D,0,-30,16,4,-9.0
3385,D,42,38,D,L,L,D,L,L,-7,-11,4,-1,-2.0
3386,H,74,31,W,D,W,D,L,D,40,-16,43,11,-8.0
3387,A,35,53,L,W,L,L,D,D,-15,12,-18,-2,10.0
3388,H,55,34,D,D,D,L,L,L,6,-22,21,2,-14.0
3389,H,37,38,W,L,L,D,L,W,-18,-15,-1,1,-1.0
3390,D,39,35,D,D,L,L,L,W,-11,-17,4,2,1.0
3391,D,56,47,W,L,D,W,L,W,14,1,9,-1,-6.0
3392,H,47,58,L,W,D,W,D,D,4,7,-11,1,11.0
3393,A,34,39,L,L,L,L,L,W,-23,-17,-5,-6,0.0
3394,H,28,42,L,W,L,L,D,L,-31,-9,-14,3,6.0
3395,A,48,77,W,L,D,W,W,D,1,43,-29,-6,6.0
3396,A,68,74,W,W,D,W,W,D,31,38,-6,0,1.0
3397,H,83,47,W,W,W,W,W,W,42,10,36,6,-8.0
3398,H,31,31,L,D,L,L,L,D,-19,-26,0,-2,-1.0
3399,A,42,83,L,D,L,W,W,W,-9,42,-41,-14,13.0
3400,D,40,34,D,D,D,L,L,L,-11,-24,6,3,-4.0
3401,H,57,48,D,W,L,L,W,L,14,-2,9,2,-5.0
3402,D,86,68,W,W,W,L,W,W,43,28,18,5,-2.0
3403,D,31,58,L,L,L,L,W,D,-28,5,-27,-2,7.0
3404,A,34,50,W,L,D,W,L,W,-17,6,-16,-5,-5.0
3405,H,42,42,W,L,L,L,L,D,-16,-10,0,6,6.0
3406,H,48,47,D,W,L,L,W,W,1,8,1,1,2.0
3407,H,77,40,W,W,W,W,L,W,41,-18,37,7,-5.0
3408,A,31,80,W,L,W,W,W,W,-29,46,-49,-6,16.0
3409,H,38,36,L,L,D,D,L,L,-20,-17,2,0,-7.0
3410,H,69,45,D,L,W,W,W,L,28,-14,24,-1,-17.0
3411,H,59,34,D,L,W,L,W,L,5,-18,25,2,-6.0
3412,D,40,31,L,W,L,L,W,L,-20,-31,9,0,-13.0
3413,A,53,60,W,W,L,W,D,W,7,16,-7,2,12.0
3414,A,35,87,D,L,L,D,W,W,-24,43,-52,-12,19.0
3415,H,83,51,W,W,W,W,D,W,48,2,32,3,-7.0
3416,H,47,41,L,L,W,D,D,D,7,-11,6,5,-7.0
3417,A,36,80,L,D,L,W,W,W,-19,43,-44,-9,13.0
3418,H,48,32,L,L,W,D,L,L,-4,-28,16,2,-3.0
3419,H,42,41,L,L,L,W,L,L,-12,-18,1,-3,6.0
3450,H,4,6,D,L,W,W,L,W,-2,0,-2,-2,-4.0
3451,H,9,4,W,W,W,D,W,L,6,0,5,5,-12.0
3452,D,3,3,L,W,L,W,L,L,-2,-4,0,0,3.0
3453,H,6,3,W,W,L,L,L,W,2,-3,3,3,-1.0
3454,H,3,3,W,L,L,L,L,W,-5,-4,0,0,-6.0
3455,A,0,9,L,L,L,W,W,W,-5,4,-9,-9,4.0
3456,H,1,3,D,L,L,L,W,L,-3,-2,-2,-2,-5.0
3457,H,3,6,L,W,L,W,W,L,1,0,-3,-3,-18.0
3458,H,9,6,W,W,W,L,W,W,4,7,3,3,6.0
3459,A,0,0,L,L,L,L,L,L,-5,-3,0,0,1.0
3460,A,7,12,W,D,L,W,W,W,-1,8,-5,-5,9.0
3461,H,6,4,L,W,L,D,W,L,-1,-4,2,2,-1.0
3462,A,12,9,W,W,W,W,W,L,7,6,3,3,7.0
3463,H,3,4,L,L,L,L,D,L,-5,0,-1,-1,2.0
3464,A,4,9,L,D,W,W,W,W,-1,3,-5,-5,14.0
3465,H,6,3,W,L,L,L,W,L,-2,-6,3,3,2.0
3466,H,6,3,L,L,W,L,L,L,5,-5,3,3,-7.0
3467,H,9,0,W,W,W,L,L,L,3,-6,9,9,-8.0
3468,D,3,7,W,L,L,W,D,L,-2,-1,-4,-4,1.0
3469,H,6,6,L,W,W,L,W,L,-3,-1,0,0,4.0
3470,A,4,4,L,D,W,L,L,D,-7,-2,0,0,-3.0
3471,A,4,9,L,L,D,W,W,L,-1,6,-5,-5,7.0
3472,H,15,12,W,W,W,L,W,W,9,5,3,3,-5.0
3473,H,6,4,W,L,W,L,W,D,-3,-4,2,2,-10.0
3474,H,12,12,W,W,W,L,W,W,8,5,0,0,-9.0
3475,H,4,6,L,D,L,L,W,L,-4,-3,-2,-2,13.0
3476,A,4,4,L,L,D,D,W,L,-2,-2,0,0,7.0
3477,H,4,12,L,W,D,W,W,W,-4,5,-8,-8,9.0
3478,A,6,9,L,W,L,W,L,L,-3,9,-3,-3,3.0
3479,H,9,4,W,W,L,L,D,W,6,-7,5,5,-15.0
3480,A,0,9,L,L,L,W,W,L,-9,-2,-9,-9,9.0
3481,A,8,15,D,L,W,W,W,W,-2,9,-7,-7,11.0
3482,H,12,9,L,L,W,W,L,L,2,-5,3,0,-12.0
3483,H,6,18,L,W,L,W,W,W,-8,12,-12,-12,8.0
3484,H,9,7,L,W,L,W,L,D,0,-3,2,-1,-4.0
3485,H,15,4,W,L,W,L,L,L,7,-3,11,11,1.0
3486,D,7,12,W,D,W,L,L,W,-1,2,-5,-2,5.0
3487,H,9,7,W,L,L,W,L,L,-5,-1,2,2,0.0
3488,H,4,6,L,L,D,L,W,L,-8,-8,-2,1,6.0
3489,D,15,9,W,W,W,L,W,L,9,0,6,6,-15.0
3490,A,7,0,L,W,L,L,L,L,-6,-10,7,4,6.0
3491,H,15,7,W,W,W,L,W,L,14,-7,8,2,-11.0
3492,H,18,15,L,W,W,W,W,W,10,12,3,0,1.0
3493,D,10,8,D,W,W,L,D,L,-2,-4,2,5,-7.0
3494,D,5,7,D,L,L,D,L,L,-3,-4,-2,-2,2.0
3495,D,13,16,D,L,W,D,W,L,4,7,-3,0,-4.0
3496,H,15,7,W,W,W,L,W,L,14,-2,8,5,-16.0
3497,H,13,18,D,L,W,L,W,W,4,10,-5,-2,3.0
3498,D,10,7,D,W,W,L,W,L,-2,-6,3,6,-15.0
3499,H,18,8,W,W,W,D,W,D,11,-1,10,7,-12.0
3500,A,3,16,W,L,L,D,W,L,-9,7,-13,-4,6.0
3501,H,9,5,D,L,D,L,D,L,-4,-4,4,4,3.0
3502,H,13,15,D,W,L,L,W,W,3,10,-2,-5,14.0
3503,H,10,12,W,L,W,W,L,W,-6,-9,-2,3,-5.0
3504,D,9,17,L,W,L,D,D,W,-7,7,-8,-2,1.0
3505,H,10,7,W,D,L,W,L,L,-2,-12,3,3,-10.0
3506,H,7,13,L,L,W,D,W,L,-3,3,-6,-4,4.0
3507,A,12,9,W,L,W,L,W,L,-9,-7,3,0,9.0
3508,H,21,10,W,L,W,W,L,W,12,-6,11,3,-12.0
3509,D,7,3,W,L,L,W,L,L,-12,-9,4,1,3.0
3510,A,19,12,W,D,W,W,D,L,8,-3,7,2,-4.0
3511,D,8,17,D,L,L,D,W,D,-7,5,-9,-4,14.0
3512,H,11,11,W,L,D,L,D,D,-1,-3,0,0,8.0
3513,H,15,22,L,L,W,W,D,W,9,12,-7,-4,1.0
3514,D,18,11,D,D,D,D,W,D,7,-2,7,1,3.0
3515,D,6,19,D,L,D,D,W,W,-4,16,-13,-11,5.0
3516,H,19,19,D,W,W,W,D,W,16,8,0,6,-4.0
3517,A,11,21,W,L,D,L,W,L,-1,11,-10,-1,10.0
3518,H,12,7,L,W,L,L,W,L,-10,-14,5,3,3.0
3519,D,11,17,L,D,D,D,W,D,-3,5,-6,0,-1.0
3520,H,14,18,W,D,W,W,L,L,0,11,-4,-1,5.0
3521,H,22,10,L,W,D,L,L,W,10,-13,12,4,-14.0
3522,H,4,13,D,L,W,W,D,L,-10,-5,-9,-3,3.0
3523,D,15,9,W,W,D,D,D,L,-2,-7,6,3,-8.0
3524,D,16,7,L,W,D,D,D,L,3,-4,9,4,7.0
3525,D,10,19,W,L,L,D,D,D,-4,7,-9,-1,10.0
3526,H,7,18,D,D,L,D,D,W,-4,5,-11,-3,3.0
3527,H,18,11,D,D,W,L,W,L,5,-5,7,-1,-7.0
3528,H,10,4,L,L,W,D,L,W,-13,-10,6,2,1.0
3529,D,19,12,D,D,D,L,L,W,7,-12,7,1,-10.0
3530,H,19,17,L,L,W,D,L,W,4,3,2,-1,-8.0
3531,A,10,25,D,D,D,W,W,D,-7,22,-15,-10,16.0
3532,H,27,25,W,W,L,W,L,W,20,12,2,-1,2.0
3533,H,8,16,L,D,L,D,W,W,-16,-2,-8,-4,5.0
3534,A,10,15,W,D,D,W,D,L,-3,-2,-5,0,4.0
3535,D,13,15,L,W,D,D,W,D,-9,0,-2,-2,4.0
3536,D,18,11,L,W,L,D,W,L,9,-4,7,2,-18.0
3537,H,11,15,D,W,L,D,W,D,-4,0,-4,-5,13.0
3538,D,15,18,W,L,L,L,D,D,-10,4,-3,0,14.0
3539,H,27,10,W,W,L,D,D,D,20,-7,17,6,-17.0
3540,D,11,10,W,L,D,L,W,D,-15,-4,1,2,8.0
3541,D,19,21,D,L,W,D,D,D,9,7,-2,-1,-8.0
3542,H,25,15,L,W,L,L,W,D,11,-5,10,2,-4.0
3543,H,17,25,L,D,L,L,W,W,1,21,-8,-5,12.0
3544,A,11,16,L,L,L,W,W,L,-11,-9,-5,-6,-2.0
3545,H,16,7,L,D,W,L,W,D,-3,-8,9,1,-2.0
3546,H,22,14,W,L,L,D,L,W,6,-9,8,2,-3.0
3547,H,15,16,L,D,W,W,W,L,-1,-9,-1,-1,-8.0
3548,H,11,15,W,L,D,L,W,D,-15,-5,-4,2,12.0
3549,D,21,22,W,L,D,W,L,L,8,6,-1,1,-2.0
3550,D,16,19,L,W,W,W,L,D,-12,-2,-3,-4,3.0
3551,D,18,12,W,L,D,D,L,L,2,-11,6,4,-6.0
3552,D,22,12,D,D,D,D,W,L,7,-15,10,0,-7.0
3553,A,7,28,L,L,W,W,L,W,-9,14,-21,-5,13.0
3554,H,11,17,D,L,W,D,D,W,-4,-10,-6,1,-11.0
3555,H,14,20,L,D,L,W,L,D,-17,2,-6,-2,-5.0
3556,A,25,33,L,L,W,W,W,W,18,25,-8,-5,1.0
3557,A,15,20,L,L,W,D,D,L,-6,9,-5,-1,3.0
3558,A,10,15,L,L,D,W,D,D,-14,-3,-5,-5,0.0
3559,H,25,19,L,L,W,W,L,D,18,-2,6,-3,-8.0
3560,H,23,15,D,D,W,W,D,W,8,-14,8,-2,-11.0
3561,D,17,23,D,L,W,W,D,D,-12,11,-6,-1,13.0
3562,H,25,36,W,D,D,W,W,W,8,28,-11,-8,7.0
3563,H,7,17,L,L,L,L,D,D,-12,-12,-10,-1,-6.0
3564,A,14,31,W,D,L,W,W,L,-2,17,-17,-1,8.0
3565,A,17,18,W,L,D,W,W,D,-16,-2,-1,-4,-9.0
3566,H,10,12,L,L,L,L,D,L,-15,-12,-2,1,7.0
3567,D,15,26,L,L,L,D,W,W,-8,14,-11,-3,-3.0
3568,H,19,20,D,W,L,L,W,L,2,1,-1,4,-9.0
3569,H,18,14,W,W,D,W,D,L,-2,-2,4,3,11.0
3570,D,13,26,D,L,D,D,W,D,-12,8,-13,-5,3.0
3571,D,17,22,L,L,D,W,D,W,-14,3,-5,-3,13.0
3572,D,36,16,L,W,W,D,L,L,27,-8,20,8,-2.0
3573,D,16,18,D,W,D,D,D,L,-14,-12,-2,0,2.0
3574,A,34,26,W,W,W,W,D,D,21,11,8,4,-5.0
3575,D,20,17,L,D,W,L,W,L,-4,-17,3,1,1.0
3576,D,20,10,L,L,W,W,L,L,0,-10,10,-2,2.0
3577,A,27,13,D,D,W,W,L,L,14,-14,14,4,-12.0
3578,A,24,31,D,W,D,W,W,L,11,21,-7,-3,-2.0
3579,H,21,18,W,W,W,D,D,L,-1,-12,3,3,5.0
3580,H,16,14,W,D,L,L,L,W,-10,-7,2,1,4.0
3581,H,34,16,L,W,W,W,W,L,20,-13,18,3,-19.0
3582,A,21,29,D,L,L,W,W,D,0,12,-8,-7,10.0
3583,D,18,32,D,L,L,D,W,W,-14,21,-14,-4,16.0
3584,H,37,11,D,L,W,D,W,L,27,-10,26,6,-11.0
3585,H,24,18,L,D,W,D,L,W,10,-17,6,1,-9.0
3586,H,27,26,L,D,D,L,D,W,13,5,1,2,-2.0
3587,H,32,16,D,W,W,L,D,W,21,-17,16,-1,-13.0
3588,H,29,21,W,W,D,D,L,D,12,-4,8,6,-6.0
3589,A,19,27,D,D,D,L,D,D,-12,13,-8,-2,7.0
3590,H,26,37,W,D,W,W,L,W,6,23,-11,-1,6.0
3591,H,29,21,W,L,D,L,D,L,6,-2,8,4,-6.0
3592,H,11,27,L,D,W,W,L,D,-11,11,-16,-4,12.0
3593,D,18,27,D,D,D,W,W,W,-8,1,-9,-12,-15.0
3594,D,14,40,L,L,L,W,D,L,-9,28,-26,-6,6.0
3595,H,16,19,L,W,W,D,D,L,-16,-14,-3,3,0.0
3596,D,27,40,W,W,W,W,D,L,1,28,-13,5,17.0
3597,D,19,17,D,D,L,D,W,D,-14,-10,2,-3,7.0
3598,D,26,30,W,D,W,W,L,D,6,16,-4,3,-1.0
3599,H,27,16,W,L,D,L,W,W,11,-16,11,2,-18.0
3600,H,32,21,W,W,L,L,L,D,8,-7,11,8,-2.0
3601,D,21,19,L,L,D,D,D,D,-3,-8,2,-3,11.0
3602,H,15,14,D,L,L,W,L,D,-9,-9,1,-3,-5.0
3603,D,19,19,D,L,D,L,L,D,-18,-15,0,2,-4.0
3604,H,38,35,W,W,D,W,W,W,27,15,3,0,-2.0
3605,A,17,37,L,D,L,L,W,L,-20,20,-20,-4,16.0
3606,D,19,21,L,L,D,L,L,D,-15,-3,-2,2,-1.0
3607,H,41,27,D,W,D,D,W,D,28,6,14,-1,-4.0
3608,H,19,19,D,D,D,L,D,D,-8,-16,0,2,-15.0
3609,A,21,28,L,L,D,D,W,W,-7,1,-7,-11,-8.0
3610,H,34,18,D,W,W,W,D,L,18,-7,16,4,-1.0
3611,A,19,35,L,W,L,W,W,W,-16,11,-16,-1,10.0
3612,A,35,30,L,W,W,W,L,W,12,11,5,5,4.0
3613,D,18,17,L,D,D,L,L,D,-12,-22,1,4,-4.0
3614,H,40,19,W,L,W,L,D,L,22,-23,21,7,-10.0
3615,A,14,41,L,W,L,W,W,W,-11,30,-27,-6,10.0
3616,H,21,27,L,L,L,L,D,W,-8,5,-6,-7,5.0
3617,D,41,22,W,W,W,W,D,D,30,-6,19,6,-1.0
3618,D,29,40,D,D,W,W,L,W,1,22,-11,2,19.0
3619,H,35,20,W,W,W,D,L,L,11,-15,15,7,-5.0
3620,H,45,23,W,D,D,D,D,L,29,-3,22,6,-13.0
3621,H,23,38,D,W,D,W,W,W,-6,14,-15,-5,-5.0
3622,H,43,20,W,W,L,L,D,L,27,-18,23,6,-19.0
3623,D,24,33,W,L,L,W,W,L,-7,12,-9,-5,10.0
3624,D,37,18,W,D,W,D,L,L,20,-22,19,8,-9.0
3625,A,19,22,L,L,W,W,L,D,-19,-21,-3,1,9.0
3626,D,35,18,L,L,W,L,W,D,11,-9,17,5,-3.0
3627,H,21,27,D,D,L,L,L,D,-15,4,-6,-2,8.0
3628,A,18,42,L,L,D,D,W,W,-14,30,-24,-6,9.0
3629,H,42,18,D,W,W,L,L,D,30,-14,24,6,-9.0
3630,H,34,38,D,W,W,D,W,D,12,20,-4,-1,-6.0
3631,H,44,19,D,W,W,D,D,L,27,-22,25,7,-16.0
3632,H,21,20,W,L,L,L,L,D,-13,-21,1,3,-7.0
3633,D,15,19,D,L,L,D,L,W,-14,-9,-4,-1,5.0
3634,H,38,27,D,W,D,L,L,L,20,2,11,7,1.0
3635,D,19,34,L,L,L,D,W,W,-21,12,-15,-7,18.0
3636,D,36,45,D,L,L,W,D,W,11,32,-9,-6,2.0
3637,H,21,22,L,D,D,L,W,L,-18,-22,-1,-2,4.0
3638,H,48,33,W,W,D,D,W,D,34,2,15,2,-17.0
3639,H,26,23,W,D,W,L,D,D,-4,-8,3,7,-11.0
3640,D,33,38,L,D,W,L,D,W,-1,18,-5,-2,12.0
3641,A,20,51,L,L,L,W,W,W,-22,37,-31,-10,17.0
3642,A,27,37,L,L,L,D,D,L,0,11,-10,-4,1.0
3643,D,19,20,L,D,D,D,L,L,-26,-21,-1,-2,-3.0
3644,H,37,21,W,D,W,L,W,L,14,-15,16,6,-11.0
3645,D,20,24,D,D,L,W,L,D,-9,-16,-4,1,-6.0
3646,A,22,29,L,L,W,W,W,D,-23,-2,-7,-7,6.0
3647,A,48,47,W,W,D,W,D,W,34,30,1,3,3.0
3648,H,41,15,W,L,W,L,D,L,14,-16,26,8,-4.0
3649,D,23,26,L,L,D,D,D,W,-10,-7,-3,-3,4.0
3650,D,20,54,D,L,D,W,W,W,-26,38,-34,-10,14.0
3651,H,27,15,L,L,L,L,L,D,-2,-17,12,-1,-7.0
3652,D,22,27,D,L,W,L,L,L,-15,-2,-5,4,6.0
3653,H,20,21,L,L,L,D,D,D,-23,-9,-1,-5,11.0
3654,H,20,41,D,L,D,L,W,L,-26,13,-21,-6,7.0
3655,H,38,32,D,W,D,W,W,W,14,-1,6,-2,-3.0
3656,H,50,15,W,W,D,L,L,D,34,-17,35,12,-13.0
3657,H,29,27,W,D,D,W,W,L,-4,-15,2,0,-3.0
3658,D,24,23,D,L,L,D,L,L,-10,-23,1,-1,5.0
3659,D,41,40,W,L,D,W,D,D,20,13,1,3,2.0
3660,H,37,21,W,D,L,L,D,D,0,-22,16,6,0.0
3661,H,55,49,D,W,W,L,D,W,38,32,6,5,-1.0
3662,H,30,23,W,L,L,W,L,L,-1,-22,7,0,-13.0
3663,H,44,22,W,L,W,L,D,L,15,-17,22,5,-3.0
3664,D,15,25,L,L,L,D,D,L,-22,-10,-10,-2,-2.0
3665,D,24,30,D,D,L,D,W,D,-23,-4,-6,-4,-1.0
3666,H,49,41,L,D,W,W,D,W,32,16,8,-3,2.0
3667,D,41,53,D,W,D,W,W,W,13,36,-12,-7,5.0
3668,H,28,21,D,W,W,D,D,L,-15,-26,7,4,-2.0
3669,H,32,55,L,W,W,D,W,W,-2,38,-23,-3,2.0
3670,H,24,37,W,L,D,L,W,D,-8,-2,-13,1,-11.0
3671,H,24,43,W,L,D,D,D,W,-21,20,-19,-1,12.0
3672,D,31,45,D,D,W,D,W,L,-4,15,-14,0,2.0
3673,D,25,23,D,D,D,D,L,D,-23,-17,2,-2,-2.0
3674,H,49,26,L,L,D,D,D,D,30,-10,23,4,-12.0
3675,H,35,56,W,L,W,W,W,W,-1,41,-21,-1,4.0
3676,A,16,31,D,L,L,D,D,W,-22,-4,-15,-5,2.0
3677,H,24,24,W,L,D,W,D,D,-8,-25,0,0,-8.0
3678,A,24,58,W,L,D,W,D,W,-21,40,-34,-8,17.0
3679,H,42,23,D,D,W,L,W,L,13,-25,19,4,-14.0
3680,H,31,23,W,L,D,L,D,L,-17,-20,8,8,2.0
3681,H,34,37,W,D,W,L,L,W,2,-3,-3,3,-13.0
3682,D,46,44,D,D,W,L,W,W,15,16,2,-2,8.0
3683,A,25,43,L,D,D,L,D,D,-26,19,-18,-2,3.0
3684,H,57,27,D,W,W,W,W,L,41,-5,30,5,-8.0
3685,H,37,25,L,L,W,L,D,D,-3,-26,12,1,9.0
3686,H,23,24,L,D,L,L,W,L,-20,-23,-1,-3,-7.0
3687,A,23,16,L,L,W,L,D,L,-28,-23,7,2,6.0
3688,A,58,46,L,W,D,D,D,W,39,15,12,2,-7.0
3689,A,34,52,W,D,D,W,L,L,-3,31,-18,2,8.0
3690,H,45,34,D,L,W,W,W,L,16,-14,11,-2,-13.0
3691,D,27,37,D,L,D,W,W,D,-12,3,-10,-6,9.0
3692,H,46,38,W,L,D,L,W,W,22,0,8,-1,3.0
3693,H,55,23,W,W,L,L,L,L,33,-29,32,4,-16.0
3694,A,27,26,L,W,W,W,L,D,-8,-19,1,2,-4.0
3695,A,24,57,L,L,W,L,D,W,-24,39,-33,-6,19.0
3696,H,38,24,L,W,W,L,L,W,0,-29,14,4,-12.0
3697,H,25,45,L,L,D,D,L,W,-27,16,-20,-5,9.0
3698,A,19,40,W,L,D,W,L,L,-22,-2,-21,-3,-6.0
3699,H,27,26,D,L,D,W,L,D,-12,-19,1,-1,3.0
3700,D,23,35,L,L,L,D,L,W,-31,-5,-12,-3,8.0
3701,D,43,41,W,W,L,W,L,W,-1,4,2,0,15.0
3702,H,29,28,W,W,L,W,L,L,-18,-26,1,2,2.0
3703,A,23,24,L,L,L,L,L,L,-31,-25,-1,0,0.0
3704,H,61,27,L,W,L,L,L,W,39,-9,34,1,-6.0
3705,A,24,58,L,L,L,W,W,W,-33,35,-34,-5,13.0
3706,D,35,49,D,L,W,W,D,W,-5,17,-14,-3,6.0
3707,H,49,34,W,W,L,L,W,W,23,-15,15,1,-7.0
3708,H,60,38,W,L,D,D,W,W,42,3,22,-1,-6.0
3709,D,30,50,W,D,L,D,W,D,-8,17,-20,-3,6.0
3710,H,48,19,L,W,D,L,L,W,16,-26,29,3,-12.0
3711,A,28,50,L,W,L,D,W,D,-30,17,-22,-5,5.0
3712,H,61,27,W,W,W,L,L,L,37,-12,34,6,-5.0
3713,D,50,27,D,W,D,W,L,L,17,-24,23,3,-14.0
3714,H,42,29,D,W,L,L,W,W,4,-22,13,3,-8.0
3715,H,19,24,L,L,W,L,L,L,-26,-34,-5,1,-3.0
3716,A,36,52,D,D,L,W,W,W,-5,25,-16,-4,4.0
3717,H,31,44,D,W,D,D,W,W,-8,-1,-13,-1,-4.0
3718,H,28,24,L,W,L,D,L,L,-30,-31,4,3,-9.0
3719,D,34,64,L,L,W,W,L,W,-17,42,-30,-3,12.0
3720,A,38,53,L,L,D,L,W,D,-1,16,-15,-1,-3.0
3721,H,66,51,W,W,W,W,L,W,46,19,15,3,-1.0
3722,A,27,28,L,L,L,D,W,L,-14,-24,-1,-1,-11.0
3723,D,51,34,D,D,W,W,D,W,17,-6,17,1,-10.0
3724,H,35,44,D,L,L,L,D,W,-17,-3,-9,0,-5.0
3725,A,53,45,L,W,D,W,D,W,16,6,8,-2,5.0
3726,A,22,65,W,L,L,D,W,L,-25,42,-43,-1,11.0
3727,D,44,64,L,D,W,W,W,W,-3,38,-20,-8,16.0
3728,A,32,66,W,L,W,W,W,W,-18,46,-34,-1,12.0
3729,H,65,51,D,W,L,D,D,W,42,17,14,-2,-3.0
3730,H,27,38,W,L,L,L,L,L,-33,-3,-11,-1,10.0
3731,H,58,22,W,W,W,L,W,L,28,-30,36,9,-6.0
3732,A,27,39,L,L,L,W,L,D,-16,-5,-12,-5,-3.0
3733,D,31,48,W,D,W,W,W,D,-22,8,-17,-3,15.0
3734,A,24,38,L,L,D,W,D,L,-33,-16,-14,-6,5.0
3735,H,51,35,L,W,L,D,W,D,18,-6,16,-2,-14.0
3736,H,56,31,W,L,W,W,L,L,19,-30,25,4,-1.0
3737,H,67,31,W,W,W,W,D,W,40,-22,36,8,-16.0
3738,A,32,51,L,W,L,L,D,D,-20,11,-19,3,7.0
3739,A,24,56,L,L,D,W,L,W,-33,19,-32,-9,10.0
3740,A,72,71,W,W,W,W,W,D,51,53,1,5,-2.0
3741,D,22,41,L,L,W,W,W,D,-32,-15,-19,-4,-1.0
3742,H,42,27,W,W,L,L,W,L,-3,-35,15,5,-5.0
3743,H,35,58,L,D,W,L,W,W,-9,26,-23,-4,8.0
3744,D,45,54,D,L,L,W,L,W,-4,21,-9,-4,18.0
