,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP
6252,H,43,21,W,W,W,L,W,L,24,-5,22,9,-6.0
6253,A,12,36,L,L,D,W,W,L,-22,16,-24,-7,16.0
6254,A,17,23,D,L,W,L,W,L,-6,0,-6,1,-10.0
6255,H,30,14,W,W,W,W,L,L,7,-13,16,5,-12.0
6256,A,12,19,L,L,W,W,W,D,-17,-12,-7,-2,5.0
6257,D,21,15,L,L,W,L,L,D,-8,-4,6,-1,-2.0
6258,H,37,21,W,W,D,D,D,L,21,-5,16,2,-1.0
6259,A,24,33,W,D,W,W,W,L,1,17,-9,1,3.0
6260,D,12,26,L,L,L,W,L,W,-25,2,-14,-6,9.0
6261,H,20,14,W,L,L,L,W,L,-11,-15,6,0,3.0
6262,H,46,21,W,W,W,L,D,D,27,-8,25,10,1.0
6263,H,17,22,L,D,L,W,W,W,-8,-9,-5,-6,-6.0
6264,H,40,39,W,W,W,W,W,W,24,19,1,1,4.0
6265,H,33,18,W,W,W,L,W,L,9,-4,15,7,-15.0
6266,A,24,23,L,W,D,L,L,W,-2,1,1,1,-8.0
6267,A,12,21,L,L,L,L,L,W,-20,-8,-9,-3,-4.0
6268,H,37,16,W,L,L,D,L,L,20,-4,21,4,-13.0
6269,A,22,36,D,L,L,W,W,W,-8,20,-14,-8,10.0
6270,H,27,24,D,W,L,L,L,W,2,-3,3,0,5.0
6271,H,39,23,L,W,W,W,W,L,18,-8,16,0,-16.0
6272,D,18,20,L,L,W,W,L,D,-5,-7,-2,-4,19.0
6273,D,14,43,L,L,W,W,W,W,-18,25,-29,-10,9.0
6274,H,26,13,W,L,L,D,L,L,2,-25,13,4,-6.0
6275,A,22,36,L,W,W,W,W,W,-10,10,-14,-5,2.0
6276,D,24,40,W,L,L,W,W,L,-5,22,-16,-3,14.0
6277,A,16,12,L,D,L,L,L,L,-6,-23,4,-1,3.0
6278,H,21,22,L,L,D,L,D,L,-10,-11,-1,-2,-4.0
6279,H,39,49,W,W,W,W,W,W,23,29,-10,-3,-7.0
6280,H,23,24,L,W,W,L,L,L,-9,-6,-1,2,14.0
6281,H,13,25,L,D,L,D,W,L,-27,-5,-12,-6,4.0
6282,A,21,49,D,W,L,L,W,W,-7,27,-28,-7,-9.0
6283,A,15,24,D,L,L,W,L,L,-18,-8,-9,-1,8.0
6284,A,15,41,W,L,L,D,W,W,-22,22,-26,-4,10.0
6285,H,42,29,W,W,W,W,W,L,25,4,13,6,-11.0
6286,D,22,19,L,L,D,D,L,L,-13,-5,3,-3,-7.0
6287,H,22,16,L,L,W,L,L,D,-12,-7,6,8,-8.0
6288,H,30,42,W,D,W,W,L,W,5,19,-12,-2,7.0
6289,D,39,44,W,W,W,D,W,W,12,25,-5,2,-3.0
6290,D,25,23,L,D,W,D,L,L,-7,-13,2,2,3.0
6291,A,16,33,L,L,L,W,W,D,-10,9,-17,-9,4.0
6292,A,45,15,D,D,W,L,W,L,25,-26,30,8,-4.0
6293,D,42,45,L,W,L,W,W,W,15,29,-3,-6,1.0
6294,A,20,25,D,D,L,W,L,L,-5,-9,-5,-4,13.0
6295,D,27,40,W,W,L,D,W,W,-6,12,-13,-6,4.0
6296,H,29,15,L,W,W,L,D,L,0,-20,14,2,-3.0
6297,H,44,26,W,D,W,W,L,W,26,-8,18,1,-18.0
6298,H,52,16,W,L,W,W,L,D,30,-25,36,8,-10.0
6299,H,24,21,L,L,L,L,D,W,-7,-10,3,-2,5.0
6300,A,47,24,W,W,D,D,D,L,27,-13,23,10,-11.0
6301,A,26,16,D,L,D,L,L,L,-7,-11,10,4,1.0
6302,H,26,21,L,W,L,L,L,D,-9,-13,5,5,19.0
6303,D,45,55,L,D,D,W,W,L,24,32,-10,-4,-2.0
6304,D,20,32,L,D,D,W,L,W,-7,2,-12,-7,6.0
6305,D,15,46,L,L,D,D,W,W,-22,29,-31,-12,14.0
6306,H,18,27,W,L,W,W,L,L,-25,-4,-9,3,6.0
6307,D,41,16,D,D,W,L,W,L,12,-27,25,7,-15.0
6308,D,28,36,D,W,W,W,W,W,-6,10,-8,-6,-2.0
6309,A,28,43,W,W,L,D,L,W,-7,15,-15,2,3.0
6310,H,56,47,D,W,W,L,W,W,32,26,9,0,8.0
6311,A,19,16,W,L,L,D,L,L,-9,-22,3,1,-2.0
6312,H,37,26,D,W,W,L,D,L,10,-9,11,6,-5.0
6313,H,17,46,D,L,W,D,L,D,-27,24,-29,-1,12.0
6314,A,27,28,L,W,L,L,W,W,-5,-11,-1,-3,-1.0
6315,H,47,21,D,D,W,D,L,D,29,-7,26,8,-17.0
6316,H,27,29,W,D,D,W,L,W,-12,-8,-2,-4,-7.0
6317,H,33,29,D,W,L,D,D,W,2,-6,4,2,5.0
6318,A,21,42,L,L,L,D,D,D,-14,12,-21,-5,-4.0
6319,H,46,21,W,D,L,W,W,L,19,-24,25,-2,-8.0
6320,H,47,20,L,L,W,W,D,L,24,-25,27,0,-18.0
6321,H,46,50,L,D,L,W,D,D,22,30,-4,-8,5.0
6322,H,45,30,W,D,D,W,W,D,15,-11,15,1,-8.0
6323,D,21,40,L,D,L,W,D,W,-8,13,-19,-10,9.0
6324,H,29,19,L,D,D,L,W,L,-7,-13,10,5,-6.0
6325,A,19,27,W,D,L,L,L,W,-18,-7,-8,2,11.0
6326,D,31,36,W,L,W,W,D,W,-9,3,-5,-1,-7.0
6327,D,29,59,L,W,L,W,D,W,-9,34,-30,-4,10.0
6328,H,21,21,L,W,W,L,L,L,-25,-17,0,8,11.0
6329,A,26,49,L,L,D,W,W,D,-12,20,-23,-8,12.0
6330,H,60,24,D,W,D,W,L,W,34,-23,36,2,-2.0
6331,H,19,22,L,L,W,D,L,D,-14,-8,-3,0,-5.0
6332,H,41,19,D,W,D,L,W,D,13,-22,22,7,-6.0
6333,D,20,30,L,W,D,D,L,W,-27,-9,-10,0,0.0
6334,D,30,32,L,W,W,D,W,L,-13,-9,-2,-2,6.0
6335,H,37,26,D,W,D,L,L,L,3,-14,11,7,-2.0
6336,H,50,32,L,W,D,W,L,D,28,-6,18,0,-6.0
6337,H,21,49,L,L,L,W,L,D,-19,24,-28,-5,-7.0
6338,H,21,20,L,L,L,L,W,D,-19,-27,1,-7,-19.0
6339,H,49,50,W,L,D,W,L,L,24,26,-1,-4,6.0
6340,D,49,26,D,W,W,L,L,L,17,-15,23,8,-11.0
6341,H,32,22,L,W,L,L,D,L,-10,-9,10,3,-11.0
6342,H,24,31,L,W,L,D,D,L,-25,-9,-7,4,-8.0
6343,A,31,33,D,L,W,W,W,L,-13,-2,-2,-1,7.0
6344,A,40,22,W,D,W,W,L,L,4,-13,18,5,-1.0
6345,A,19,55,L,L,W,W,W,W,-24,24,-36,-9,13.0
6346,H,53,44,W,L,W,W,D,W,32,15,9,-3,-8.0
6347,A,33,63,D,D,W,W,D,W,-9,36,-30,-3,-3.0
6348,D,55,32,W,W,W,L,W,L,24,-10,23,8,-5.0
6349,H,26,33,L,L,L,D,D,W,-15,-9,-7,-7,9.0
6350,H,44,40,L,W,D,L,W,D,14,2,4,0,-3.0
6351,H,21,27,L,D,L,W,L,W,-29,-24,-6,-4,8.0
6352,H,52,31,W,L,W,L,D,D,24,-10,21,2,-12.0
6353,H,27,27,D,L,L,W,L,W,-15,-24,0,-8,4.0
6354,H,25,31,W,W,L,L,D,L,-11,-14,-6,2,2.0
6355,H,44,21,L,W,D,L,D,L,14,-29,23,3,-9.0
6356,A,35,66,W,L,W,W,W,D,-8,37,-31,-4,-1.0
6357,D,19,31,L,L,L,L,D,D,-26,-10,-12,-1,-3.0
6358,H,40,50,L,W,D,L,L,W,2,22,-10,5,12.0
6359,A,33,27,L,D,D,W,W,L,-10,-15,6,-1,6.0
6360,D,57,55,D,D,W,W,W,L,24,25,2,2,-4.0
6361,A,22,53,L,L,L,D,W,D,-13,19,-31,-10,15.0
6362,H,59,34,W,W,W,D,L,W,34,-3,25,5,-3.0
6363,A,31,59,L,L,D,W,W,W,-11,34,-28,-10,17.0
6364,A,69,28,W,W,W,W,W,W,38,-10,41,4,-5.0
6365,H,24,33,W,L,D,L,L,D,-28,-11,-9,2,13.0
6366,H,30,36,W,W,W,D,W,L,-14,-8,-6,2,-8.0
6367,H,55,47,W,W,L,W,L,W,25,17,8,-1,-3.0
6368,D,53,40,D,W,D,L,L,W,19,-1,13,4,-9.0
6369,D,34,30,D,L,W,W,D,L,-3,-14,4,3,-10.0
6370,H,34,20,W,L,L,L,D,L,-14,-27,14,3,-4.0
6371,D,54,58,W,D,L,D,D,D,25,24,-4,-2,-2.0
6372,D,27,23,L,L,W,D,L,L,-27,-13,4,4,-8.0
6373,H,32,36,D,L,L,L,D,W,-11,-9,-4,-4,11.0
6374,H,33,20,W,W,W,L,D,L,-12,-27,13,11,-16.0
6375,D,54,50,D,D,W,W,W,L,19,21,4,-1,-6.0
6376,H,34,43,W,L,L,W,L,L,-14,1,-9,-3,-1.0
6377,H,54,33,W,D,L,L,L,L,25,-12,21,5,-5.0
6378,H,69,58,L,W,W,D,D,D,37,24,11,1,6.0
6379,H,24,23,L,W,L,D,L,L,-32,-13,1,2,0.0
6380,D,59,34,W,D,W,D,W,W,27,-12,25,2,-8.0
6381,H,40,31,W,W,D,L,W,W,0,-11,9,-2,-9.0
6382,A,28,65,D,L,L,W,W,W,-27,38,-37,-11,9.0
6383,A,34,72,D,W,W,W,L,W,-12,38,-38,-4,6.0
6384,H,58,27,L,D,D,W,L,W,23,-31,31,-1,-16.0
6385,D,23,32,L,D,L,L,D,L,-15,-13,-9,-1,0.0
6386,A,36,59,L,L,D,W,D,W,-11,27,-23,-6,1.0
6387,H,65,37,W,W,W,W,W,L,38,-12,28,8,-10.0
6388,A,44,40,D,W,L,W,W,D,1,0,4,-3,8.0
6389,H,33,28,L,L,L,D,L,L,-13,-27,5,-3,-5.0
6390,H,51,36,D,L,W,L,W,W,19,-12,15,-5,10.0
6391,A,20,60,L,L,L,W,W,D,-32,24,-40,-10,12.0
6392,H,34,57,W,L,W,W,L,W,-8,23,-23,5,13.0
6393,D,34,36,W,L,W,L,W,W,-8,-12,-2,0,14.0
6394,H,51,35,D,L,W,W,L,D,19,-12,16,3,-9.0
6395,A,40,61,L,W,W,W,L,D,-3,25,-21,1,2.0
6396,H,36,30,L,L,L,W,W,L,-12,-29,6,-5,-11.0
6397,D,20,33,L,L,L,L,L,L,-32,-16,-13,1,10.0
6398,H,68,35,W,W,W,D,D,W,42,-12,33,6,-13.0
6399,H,37,28,L,W,W,L,D,L,-16,-29,9,2,1.0
6400,H,63,75,W,W,W,L,W,W,26,38,-12,2,-5.0
6401,A,44,63,L,L,D,W,D,W,-2,28,-19,-7,6.0
6402,A,24,60,L,D,L,W,W,L,-16,24,-36,-8,18.0
6403,H,35,24,L,D,D,L,D,L,-14,-16,11,6,-4.0
6404,H,30,40,L,W,W,W,L,W,-31,-15,-10,0,7.0
6405,H,28,36,L,L,D,L,L,L,-30,-13,-8,0,3.0
6406,D,36,54,W,L,L,W,D,L,-15,21,-18,-7,-4.0
6407,A,36,63,D,W,L,W,W,W,-12,26,-27,-6,15.0
6408,A,63,35,W,D,W,D,W,L,28,-8,28,1,-7.0
6409,H,75,40,L,W,W,L,L,W,38,-5,35,2,4.0
6410,H,60,37,L,W,W,L,D,L,22,-13,23,2,1.0
6411,A,38,74,W,D,W,W,W,W,-7,47,-36,-5,12.0
6412,H,24,21,L,L,D,L,D,L,-20,-33,3,1,3.0
6413,D,65,64,D,W,W,D,W,W,28,26,1,-3,-1.0
6414,A,38,36,W,D,W,L,D,W,-7,-14,2,5,-5.0
6415,D,41,30,D,L,L,L,L,W,-5,-33,11,1,-14.0
6416,D,39,37,W,L,L,D,W,L,-11,-15,2,-1,2.0
6417,A,21,35,L,D,L,L,L,D,-33,-18,-14,-4,1.0
6418,A,44,37,L,L,L,L,D,L,-3,-13,7,-3,13.0
6419,A,57,78,W,W,D,W,L,W,23,40,-21,1,1.0
6420,D,65,31,D,D,W,W,L,L,26,-29,34,7,-7.0
6421,D,27,66,W,L,L,D,D,W,-19,28,-39,-4,16.0
6422,H,77,63,W,W,W,W,L,W,49,24,14,6,1.0
6423,A,40,66,L,L,W,L,W,W,-18,28,-26,-4,5.0
6424,H,38,77,D,D,W,W,W,W,-15,49,-39,-10,4.0
6425,D,38,39,W,L,L,L,W,L,-14,-13,-1,2,7.0
6426,D,36,44,L,L,D,L,L,L,-16,-4,-8,3,6.0
